,profit,budget,company,country,director,genre,gross,name,rating,released,runtime,star,writer,year,ROI_pct,release_dt
5150,24870275,100000000,Columbia Pictures,USA,Phil Lord,Animation,124870275,Cloudy with a Chance of Meatballs,PG,9/18/2009,90,Anna Faris,Phil Lord,2009,24.870275,2009-09-18
5151,7416109,25000000,BBC Films,USA,Grant Heslov,Comedy,32416109,The Men Who Stare at Goats,R,11/6/2009,94,Ewan McGregor,Jon Ronson,2009,29.664436,2009-11-06
5152,-1457225,6000000,Fox Atomic,USA,Zach Cregger,Comedy,4542775,Miss March,R,3/13/2009,90,Zach Cregger,Zach Cregger,2009,-24.287083333333335,2009-03-13
5154,-954324,16000000,Warner Bros.,USA,Richard Kelly,Drama,15045676,The Box,PG-13,11/6/2009,115,Cameron Diaz,Richard Kelly,2009,-5.964525,2009-11-06
5155,1706394,6000000,LD Entertainment,USA,Marcus Dunstan,Horror,7706394,The Collector,R,7/31/2009,90,Josh Stewart,Patrick Melton,2009,28.4399,2009-07-31
5156,-22508636,60000000,Warner Bros.,USA,Clint Eastwood,Biography,37491364,Invictus,PG-13,12/11/2009,134,Morgan Freeman,Anthony Peckham,2009,-37.51439333333334,2009-12-11
5158,27243721,150000000,Twentieth Century Fox Film Corporation,USA,Shawn Levy,Adventure,177243721,Night at the Museum: Battle of the Smithsonian,PG,5/22/2009,105,Ben Stiller,Robert Ben Garant,2009,18.162480666666667,2009-05-22
5159,-50561630,100000000,Universal Pictures,USA,Brad Silberling,Adventure,49438370,Land of the Lost,PG-13,6/5/2009,102,Will Ferrell,Chris Henchy,2009,-50.56163,2009-06-05
5160,-12751523,26000000,Paramount Vantage,USA,Christian Alvart,Horror,13248477,Case 39,R,10/1/2010,109,Ren�e Zellweger,Ray Wright,2009,-49.044319230769226,2010-10-01
5161,27735375,85000000,Universal Pictures,USA,Nancy Meyers,Comedy,112735375,It's Complicated,R,12/25/2009,100,Meryl Streep,Nancy Meyers,2009,32.629852941176466,2009-12-25
5162,-22766533,100000000,Warner Bros.,Germany,Spike Jonze,Adventure,77233467,Donde viven los monstruos,PG,10/16/2009,101,Max Records,Spike Jonze,2009,-22.766533,2009-10-16
5163,-6369774,20000000,Lionsgate,USA,Mark Neveldine,Action,13630226,Crank: High Voltage,R,4/17/2009,96,Jason Statham,Mark Neveldine,2009,-31.84887,2009-04-17
5164,32462438,7000000,Fox Searchlight Pictures,USA,Scott Cooper,Drama,39462438,Crazy Heart,R,2/5/2010,112,Jeff Bridges,Scott Cooper,2009,463.74911428571426,2010-02-05
5165,26670410,16000000,Rogue Pictures,USA,David S. Goyer,Drama,42670410,The Unborn,PG-13,1/9/2009,88,Odette Annable,David S. Goyer,2009,166.6900625,2009-01-09
5166,38034460,35000000,DreamWorks,Germany,Thor Freudenthal,Comedy,73034460,Hotel para perros,PG,1/16/2009,100,Emma Roberts,Jeff Lowell,2009,108.66988571428571,2009-01-16
5167,49566871,30000000,It's a Laugh Productions,USA,Peter Chelsom,Comedy,79566871,Hannah Montana: The Movie,G,4/10/2009,102,Miley Cyrus,Dan Berendsen,2009,165.22290333333333,2009-04-10
5169,-69382160,70000000,Mod Producciones,Spain,Alejandro Amen�bar,Adventure,617840,Agora,R,9/10/2010,127,Rachel Weisz,Alejandro Amen�bar,2009,-99.11737142857143,2010-09-10
5170,48261644,20000000,Screen Gems,USA,Steve Shill,Drama,68261644,Obsessed,PG-13,4/24/2009,108,Beyonc� Knowles,David Loughery,2009,241.30821999999998,2009-04-24
5173,18054530,42000000,Universal Pictures,USA,Larry Charles,Comedy,60054530,Br�no,R,7/10/2009,81,Sacha Baron Cohen,Sacha Baron Cohen,2009,42.98697619047619,2009-07-10
5174,15464480,10000000,Universal Pictures,USA,Olatunde Osunsanmi,Mystery,25464480,The Fourth Kind,PG-13,11/6/2009,98,Milla Jovovich,Olatunde Osunsanmi,2009,154.6448,2009-11-06
5176,-1894923,40000000,Warner Bros.,Germany,James McTeigue,Action,38105077,Ninja Assassin,R,11/25/2009,99,Rick Yune,Matthew Sand,2009,-4.7373075,2009-11-25
5178,-9693553,15000000,Sony Pictures Classics,USA,Woody Allen,Comedy,5306447,Whatever Works,PG-13,7/3/2009,93,Evan Rachel Wood,Woody Allen,2009,-64.62368666666667,2009-07-03
5179,-24724362,35000000,Warner Bros.,USA,Dominic Sena,Action,10275638,Whiteout,R,9/11/2009,101,Kate Beckinsale,Jon Hoeber,2009,-70.64103428571428,2009-09-11
5181,-21276286,22000000,Paramount Pictures,USA,George Gallo,Comedy,723714,Middle Men,R,8/6/2010,105,Luke Wilson,George Gallo,2009,-96.7103909090909,2010-08-06
5183,-60918,18500000,Warner Bros.,USA,Ricky Gervais,Comedy,18439082,The Invention of Lying,PG-13,10/2/2009,100,Ricky Gervais,Ricky Gervais,2009,-0.3292864864864865,2009-10-02
5184,2814185,8000000,Ternion Pictures,USA,Mike Judge,Comedy,10814185,Extract,R,9/4/2009,92,Jason Bateman,Mike Judge,2009,35.1773125,2009-09-04
5185,106573705,90000000,Twentieth Century Fox Animation,USA,Carlos Saldanha,Animation,196573705,Ice Age: Dawn of the Dinosaurs,PG,7/1/2009,94,Ray Romano,Peter Ackerman,2009,118.41522777777777,2009-07-01
5188,144614612,75000000,Fox 2000 Pictures,USA,Betty Thomas,Animation,219614612,Alvin and the Chipmunks: The Squeakquel,PG,12/23/2009,88,Jason Lee,Jon Vitti,2009,192.81948266666666,2009-12-23
5189,1483540,14000000,Rogue,USA,David Twohy,Adventure,15483540,A Perfect Getaway,R,8/7/2009,98,Milla Jovovich,David Twohy,2009,10.596714285714286,2009-08-07
5190,-1956637,15000000,Mandate Pictures,USA,Drew Barrymore,Drama,13043363,Whip It,PG-13,10/2/2009,111,Ellen Page,Shauna Cross,2009,-13.044246666666668,2009-10-02
5191,-62144137,200000000,Walt Disney Pictures,USA,Robert Zemeckis,Animation,137855863,A Christmas Carol,PG,11/6/2009,96,Jim Carrey,Robert Zemeckis,2009,-31.0720685,2009-11-06
5193,-24549473,50000000,Columbia Pictures,USA,Tom Tykwer,Action,25450527,The International,R,2/13/2009,118,Clive Owen,Eric Warren Singer,2009,-49.098946,2009-02-13
5195,14492060,35000000,Walt Disney Pictures,USA,Walt Becker,Comedy,49492060,Old Dogs,PG,11/25/2009,100,Robin Williams,David Diamond,2009,41.40588571428571,2009-11-25
5198,2269307,8000000,Stage 6 Films,USA,Troy Duffy,Action,10269307,The Boondock Saints II: All Saints Day,R,12/11/2009,118,Sean Patrick Flanery,Troy Duffy,2009,28.3663375,2009-12-11
5199,10154426,17000000,Millennium Films,USA,Antoine Fuqua,Crime,27154426,Brooklyn's Finest,R,3/5/2010,132,Richard Gere,Michael C. Martin,2009,59.73191764705882,2010-03-05
5200,-2671523,2900000,Destination Films,USA,Scott Sanders,Action,228477,Black Dynamite,R,1/13/2010,84,Arsenio Hall,Michael Jai White,2009,-92.12148275862069,2010-01-13
5201,11313582,22000000,Warner Bros.,USA,Steven Soderbergh,Comedy,33313582,The Informant!,R,9/18/2009,108,Matt Damon,Scott Z. Burns,2009,51.42537272727272,2009-09-18
5202,5993605,18000000,De Line Pictures,USA,Jody Hill,Comedy,23993605,Observe and Report,R,4/10/2009,86,Seth Rogen,Jody Hill,2009,33.297805555555556,2009-04-10
5203,-10964434,13000000,EuropaCorp,France,Glenn Ficarra,Biography,2035566,Una pareja dispareja,R,1/7/2011,102,Jim Carrey,John Requa,2009,-84.3418,2011-01-07
5204,18860010,15000000,Fox 2000 Pictures,USA,Phil Traill,Comedy,33860010,All About Steve,PG-13,9/4/2009,99,Sandra Bullock,Kim Barker,2009,125.73339999999999,2009-09-04
5205,-1004583,1700000,Magnolia Pictures,USA,Steven Soderbergh,Drama,695417,The Girlfriend Experience,R,7/8/2009,77,Sasha Grey,David Levien,2009,-59.093117647058826,2009-07-08
5206,4455510,18000000,Metro-Goldwyn-Mayer (MGM),USA,Kevin Tancharoen,Comedy,22455510,Fame,PG,9/25/2009,107,Kelsey Grammer,Allison Burnett,2009,24.75283333333333,2009-09-25
5207,-3206096,18000000,Fox Atomic,Canada,Chris Columbus,Comedy,14793904,"I Love You, Beth Cooper",PG-13,7/10/2009,102,Hayden Panettiere,Larry Doyle,2009,-17.811644444444443,2009-07-10
5208,-2718714,18000000,Dimension Films,USA,Miguel Arteta,Comedy,15281286,Youth in Revolt,R,1/8/2010,90,Michael Cera,Gustin Nash,2009,-15.103966666666665,2010-01-08
5210,-19427175,60000000,Universal Pictures,USA,Tony Gilroy,Comedy,40572825,Duplicity,PG-13,3/20/2009,125,Julia Roberts,Tony Gilroy,2009,-32.378625,2009-03-20
5211,-7548054,17000000,Focus Features,USA,Sam Mendes,Comedy,9451946,Away We Go,R,6/26/2009,98,John Krasinski,Dave Eggers,2009,-44.40031764705882,2009-06-26
5212,-3211471,3900000,The Weinstein Company,USA,Kyle Newman,Adventure,688529,Fanboys,PG-13,2/13/2009,100,Dan Fogler,Ernest Cline,2009,-82.34541025641026,2009-02-13
5213,-5481319,7300000,Marv Films,UK,Daniel Barber,Action,1818681,Harry Brown,R,5/14/2010,103,Michael Caine,Gary Young,2009,-75.08656164383561,2010-05-14
5214,8734283,8000000,Lionsgate,USA,Jonas Elmer,Comedy,16734283,New in Town,PG,1/30/2009,97,Ren�e Zellweger,Ken Rance,2009,109.17853749999999,2009-01-30
5217,-18302044,20000000,Millennium Films,USA,Werner Herzog,Crime,1697956,Bad Lieutenant: Port of Call New Orleans,R,12/11/2009,122,Nicolas Cage,William M. Finkelstein,2009,-91.51022,2009-12-11
5218,-4703559,5000000,CJ Entertainment,South Korea,Chan-wook Park,Drama,296441,Thirst,R,7/9/2010,133,Kang-ho Song,Seo-kyeong Jeong,2009,-94.07118,2010-07-09
5219,-4043793,16000000,House Row Productions,USA,Stewart Hendler,Horror,11956207,Sorority Row,R,9/11/2009,101,Briana Evigan,Josh Stolberg,2009,-25.27370625,2009-09-11
5220,-28329069,60000000,DreamWorks,UK,Joe Wright,Biography,31670931,The Soloist,PG-13,4/24/2009,117,Jamie Foxx,Susannah Grant,2009,-47.215115000000004,2009-04-24
5221,-4391771,4500000,Lleju Productions,USA,Agnieszka Wojtowicz-Vosloo,Drama,108229,After.Life,R,6/24/2011,100,Christina Ricci,Agnieszka Wojtowicz-Vosloo,2009,-97.59491111111112,2011-06-24
5223,-758291,800000,Euforia Film,Norway,Tommy Wirkola,Comedy,41709,Dead Snow,NOT RATED,1/9/2009,100,Jeppe Beck Laursen,Tommy Wirkola,2009,-94.786375,2009-01-09
5229,-19799588,45000000,Twentieth Century Fox Film Corporation,USA,John Schultz,Animation,25200412,Aliens in the Attic,PG,7/31/2009,86,Ashley Tisdale,Mark Burton,2009,-43.99908444444444,2009-07-31
5231,-9257739,18000000,Hyde Park Entertainment,Canada,Andrzej Bartkowiak,Action,8742261,Street Fighter: La leyenda,PG-13,2/27/2009,96,Kristin Kreuk,Justin Marks,2009,-51.43188333333333,2009-02-27
5233,-12144354,21000000,Miramax,USA,Kirk Jones,Adventure,8855646,Everybody's Fine,PG-13,12/4/2009,100,Robert De Niro,Kirk Jones,2009,-57.83025714285714,2009-12-04
5234,-30563230,150000000,Jerry Bruckheimer Films,USA,Hoyt Yeatman,Animation,119436770,G-Force,PG,7/24/2009,88,Will Arnett,Cormac Wibberley,2009,-20.375486666666667,2009-07-24
5235,4927390,18000000,Universal Pictures,USA,Brandon Camp,Drama,22927390,Love Happens,PG-13,9/18/2009,100,Jennifer Aniston,Brandon Camp,2009,27.37438888888889,2009-09-18
5237,-19083691,40000000,Warner Bros.,USA,Robert Rodriguez,Comedy,20916309,Shorts,PG,8/21/2009,89,Jimmy Bennett,Robert Rodriguez,2009,-47.709227500000004,2009-08-21
5238,-18545851,19000000,The Weinstein Company,USA,Wayne Kramer,Crime,454149,Crossing Over,R,7/24/2009,113,Harrison Ford,Wayne Kramer,2009,-97.60974210526315,2009-07-24
5239,-3525492,5000000,Echo Lake Entertainment,USA,Derrick Borte,Drama,1474508,The Joneses,R,4/23/2010,96,Demi Moore,Randy T. Dinzler,2009,-70.50984,2010-04-23
5240,-34077022,70000000,Metro-Goldwyn-Mayer (MGM),USA,Harald Zwart,Adventure,35922978,The Pink Panther 2,PG,2/6/2009,92,Steve Martin,Scott Neustadter,2009,-48.68146,2009-02-06
5243,-45451936,65000000,Imagi Animation Studios,Hong Kong,David Bowers,Animation,19548064,Astro Boy,PG,10/23/2009,94,Freddie Highmore,Osamu Tezuka,2009,-69.92605538461538,2009-10-23
5244,-27913113,70000000,Ilion Animation Studios,Spain,Jorge Blanco,Animation,42086887,Planeta 51,PG,11/20/2009,91,Dwayne Johnson,Javier Abad,2009,-39.87587571428571,2009-11-20
5246,-28419913,58000000,Columbia Pictures,USA,Marc Lawrence,Comedy,29580087,Did You Hear About the Morgans?,PG-13,12/18/2009,100,Hugh Grant,Marc Lawrence,2009,-48.99985,2009-12-18
5247,-20291812,23000000,Bill Kenwright Films,UK,Stephen Frears,Comedy,2708188,Ch�ri,R,7/17/2009,100,Michelle Pfeiffer,Christopher Hampton,2009,-88.22526956521739,2009-07-17
5249,-9767063,22000000,Fox Atomic,USA,Renny Harlin,Action,12232937,12 Rounds,PG-13,3/27/2009,108,John Cena,Daniel Kunka,2009,-44.39574090909091,2009-03-27
5250,-25758966,40000000,Fox Searchlight Pictures,USA,Mira Nair,Adventure,14241034,Amelia,PG,10/23/2009,111,Hilary Swank,Ronald Bass,2009,-64.397415,2009-10-23
5251,-12985695,18000000,Universal Pictures International (UPI),Spain,Pedro Almod�var,Drama,5014305,Broken Embraces,R,1/15/2010,127,Pen�lope Cruz,Pedro Almod�var,2009,-72.14275,2010-01-15
5252,-22556993,30000000,Focus Features,USA,Ang Lee,Biography,7443007,Taking Woodstock,R,8/28/2009,120,Demetri Martin,James Schamus,2009,-75.18997666666667,2009-08-28
5253,-5572234,5600000,Filmax,Spain,Jaume Balaguer�,Horror,27766,[Rec] 2,R,10/23/2009,85,Jonathan D. Mellor,Jaume Balaguer�,2009,-99.50417857142857,2009-10-23
5255,-9550442,10000000,Columbia Pictures Corporation,UK,Tom Hooper,Biography,449558,The Damned United,R,3/27/2009,98,Colm Meaney,Peter Morgan,2009,-95.50442,2009-03-27
5256,-3455538,3500000,Insight Film Releasing,Canada,Peter Stebbings,Comedy,44462,Defendor,R,5/13/2010,101,Woody Harrelson,Peter Stebbings,2009,-98.72965714285714,2010-05-13
5257,-11011124,27000000,Screen Gems,USA,Nimr�d Antal,Action,15988876,Armored,PG-13,12/4/2009,88,Columbus Short,James V. Simpson,2009,-40.781940740740744,2009-12-04
5258,-10639452,15000000,Millennium Films,USA,Brian Koppelman,Comedy,4360548,Solitary Man,R,6/25/2010,90,Michael Douglas,Brian Koppelman,2009,-70.92967999999999,2010-06-25
5260,-8337682,17000000,26 Films,USA,Donald Petrie,Comedy,8662318,My Life in Ruins,PG-13,6/5/2009,98,Nia Vardalos,Mike Reiss,2009,-49.04518823529412,2009-06-05
5261,670712,6000000,CineSon Entertainment,USA,Raymond De Felitta,Comedy,6670712,City Island,PG-13,4/30/2010,104,Andy Garcia,Raymond De Felitta,2009,11.178533333333334,2010-04-30
5262,-633020,800000,CinemaNX,UK,J Blakeson,Crime,166980,The Disappearance of Alice Creed,R,4/30/2010,100,Gemma Arterton,J Blakeson,2009,-79.1275,2010-04-30
5265,-7899497,8000000,Belladonna Productions,USA,Julio DePietro,Comedy,100503,The Good Guy,R,2/19/2010,100,Alexis Bledel,Julio DePietro,2009,-98.7437125,2010-02-19
5266,-3898260,4000000,Blank of the Dead Productions,USA,George A. Romero,Comedy,101740,Survival of the Dead,R,5/6/2010,90,Alan Van Sprang,George A. Romero,2009,-97.4565,2010-05-06
5267,-6433363,6500000,Oscilloscope,USA,Oren Moverman,Drama,66637,The Messenger,R,12/4/2009,113,Ben Foster,Alessandro Camon,2009,-98.97481538461538,2009-12-04
5270,1676553,7500000,K5 International,USA,Aaron Schneider,Drama,9176553,Get Low,PG-13,8/27/2010,103,Robert Duvall,Chris Provenzano,2009,22.35404,2010-08-27
5271,-11451066,12000000,Wayfare Entertainment,Ireland,Neil Jordan,Drama,548934,Ondine,PG-13,4/6/2011,111,Colin Farrell,Neil Jordan,2009,-95.42555,2011-04-06
5272,-4481478,5000000,American Zoetrope,USA,Francis Ford Coppola,Drama,518522,Tetro,R,9/23/2011,127,Vincent Gallo,Mauricio Kartun,2009,-89.62956,2011-09-23
5275,-9998215,10000000,Middle Fork Productions,USA,Richard Harrah,Thriller,1785,The Canyon,R,10/23/2009,100,Eion Bailey,Steve Allrich,2009,-99.98215,2009-10-23
5276,38733921,13000000,"Tyler Perry Company, The",USA,Tyler Perry,Comedy,51733921,I Can Do Bad All by Myself,PG-13,9/11/2009,100,Tyler Perry,Tyler Perry,2009,297.9532384615385,2009-09-11
5278,-2994995,3000000,Tax Credit Finance,USA,Francesca Gregorini,Drama,5005,Tanner Hall,R,1/15/2015,96,Rooney Mara,Tatiana von Furstenberg,2009,-99.83316666666666,2015-01-15
5279,-24967591,25000000,Autonomous Films,USA,Peter Hyams,Crime,32409,Beyond a Reasonable Doubt,PG-13,9/10/2010,106,Jesse Metcalfe,Peter Hyams,2009,-99.870364,2010-09-10
5280,132576195,160000000,Warner Bros.,USA,Christopher Nolan,Action,292576195,Inception,PG-13,7/16/2010,148,Leonardo DiCaprio,Christopher Nolan,2010,82.860121875,2010-07-16
5281,93954678,13000000,Fox Searchlight Pictures,USA,Darren Aronofsky,Drama,106954678,Black Swan,R,12/17/2010,108,Natalie Portman,Mark Heyman,2010,722.7282923076923,2010-12-17
5282,-28505730,60000000,Universal Pictures,USA,Edgar Wright,Action,31494270,Scott Pilgrim vs. the World,PG-13,8/13/2010,112,Michael Cera,Michael Bacall,2010,-47.50955,2010-08-13
5283,48012934,80000000,Paramount Pictures,USA,Martin Scorsese,Mystery,128012934,Shutter Island,R,2/19/2010,138,Leonardo DiCaprio,Laeta Kalogridis,2010,60.016167499999995,2010-02-19
5285,18071303,30000000,Marv Films,UK,Matthew Vaughn,Action,48071303,Kick-Ass,R,4/16/2010,117,Aaron Taylor-Johnson,Jane Goldman,2010,60.23767666666666,2010-04-16
5286,11584722,20000000,DreamWorks,USA,Jim Field Smith,Comedy,31584722,She's Out of My League,R,3/12/2010,100,Jay Baruchel,Sean Anders,2010,57.923610000000004,2010-03-12
5287,38214888,125000000,Warner Bros.,USA,Louis Leterrier,Action,163214888,Clash of the Titans,PG-13,4/2/2010,106,Sam Worthington,Travis Beacham,2010,30.5719104,2010-04-02
5288,57096,6800000,micro_scope,Canada,Denis Villeneuve,Drama,6857096,Incendies,R,7/29/2011,131,Lubna Azabal,Denis Villeneuve,2010,0.8396470588235293,2011-07-29
5289,52509150,1500000,Alliance Films,USA,James Wan,Horror,54009150,Insidious,PG-13,4/1/2011,103,Patrick Wilson,Leigh Whannell,2010,3500.6100000000006,2011-04-01
5290,56962694,40000000,Columbia Pictures,USA,David Fincher,Biography,96962694,The Social Network,PG-13,10/1/2010,120,Jesse Eisenberg,Aaron Sorkin,2010,142.406735,2010-10-01
5291,182513985,69000000,Universal Pictures,USA,Pierre Coffin,Animation,251513985,Despicable Me,PG,7/9/2010,95,Steve Carell,Cinco Paul,2010,264.51302173913047,2010-07-09
5292,55186262,37000000,Warner Bros.,USA,Ben Affleck,Crime,92186262,The Town,R,9/17/2010,125,Ben Affleck,Peter Craig,2010,149.15205945945945,2010-09-17
5293,-59178064,260000000,Walt Disney Animation Studios,USA,Nathan Greno,Animation,200821936,Tangled,PG,11/24/2010,100,Mandy Moore,Dan Fogelman,2010,-22.760793846153845,2010-11-24
5294,-6238280,95000000,Fox 2000 Pictures,UK,Chris Columbus,Adventure,88761720,Percy Jackson & the Olympians: The Lightning Thief,PG,2/12/2010,118,Logan Lerman,Craig Titley,2010,-6.56661052631579,2010-02-12
5295,123797449,15000000,See-Saw Films,UK,Tom Hooper,Biography,138797449,The King's Speech,R,12/25/2010,118,Colin Firth,David Seidler,2010,825.3163266666667,2010-12-25
5296,50401464,8000000,Screen Gems,USA,Will Gluck,Comedy,58401464,Easy A,PG-13,9/17/2010,92,Emma Stone,Bert V. Royal,2010,630.0183,2010-09-17
5297,112433331,200000000,Paramount Pictures,USA,Jon Favreau,Action,312433331,Iron Man 2,PG-13,5/7/2010,124,Robert Downey Jr.,Justin Theroux,2010,56.2166655,2010-05-07
5298,2367005,30000000,Fox 2000 Pictures,USA,Edward Zwick,Comedy,32367005,Love & Other Drugs,R,11/24/2010,112,Jake Gyllenhaal,Charles Randolph,2010,7.890016666666666,2010-11-24
5299,2062763,170000000,Walt Disney Pictures,USA,Joseph Kosinski,Action,172062763,TRON: Legacy,PG,12/17/2010,100,Jeff Bridges,Edward Kitsis,2010,1.21339,2010-12-17
5300,14168080,26000000,Bold Films,USA,Scott Stewart,Action,40168080,Legion,R,1/22/2010,100,Paul Bettany,Peter Schink,2010,54.492615384615384,2010-01-22
5301,134191110,200000000,Walt Disney Pictures,USA,Tim Burton,Adventure,334191110,Alice in Wonderland,PG,3/5/2010,108,Mia Wasikowska,Linda Woolverton,2010,67.09555499999999,2010-03-05
5302,133243005,38000000,Paramount Pictures,USA,Ethan Coen,Adventure,171243005,True Grit,PG-13,12/22/2010,110,Jeff Bridges,Joel Coen,2010,350.63948684210527,2010-12-22
5303,28075011,35000000,New Line Cinema,USA,Samuel Bayer,Horror,63075011,A Nightmare on Elm Street,R,4/30/2010,95,Jackie Earle Haley,Wesley Strick,2010,80.21431714285714,2010-04-30
5304,32380162,58000000,Summit Entertainment,USA,Robert Schwentke,Action,90380162,RED,PG-13,10/15/2010,111,Bruce Willis,Jon Hoeber,2010,55.827865517241385,2010-10-15
5305,14835059,80000000,Alcon Entertainment,USA,Albert Hughes,Action,94835059,The Book of Eli,R,1/15/2010,118,Denzel Washington,Gary Whitta,2010,18.543823749999998,2010-01-15
5306,-4652308,100000000,New Line Cinema,USA,Michael Patrick King,Comedy,95347692,Sex and the City 2,R,5/27/2010,146,Sarah Jessica Parker,Michael Patrick King,2010,-4.6523080000000006,2010-05-27
5307,-32777901,110000000,Twentieth Century Fox Film Corporation,USA,Joe Carnahan,Action,77222099,The A-Team,PG-13,6/11/2010,117,Liam Neeson,Joe Carnahan,2010,-29.798091818181817,2010-06-11
5308,-40576965,117000000,Twentieth Century Fox Film Corporation,USA,James Mangold,Action,76423035,Knight and Day,PG-13,6/23/2010,109,Tom Cruise,Patrick O'Neill,2010,-34.68116666666667,2010-06-23
5309,215004880,200000000,Walt Disney Pictures,USA,Lee Unkrich,Animation,415004880,Toy Story 3,G,6/18/2010,103,Tom Hanks,John Lasseter,2010,107.50243999999999,2010-06-18
5310,6237892,3500000,Incentive Filmed Entertainment,USA,Derek Cianfrance,Drama,9737892,Blue Valentine,R,1/28/2011,112,Ryan Gosling,Derek Cianfrance,2010,178.22548571428572,2011-01-28
5311,-1906949,2000000,Cinetel Films,USA,Steven R. Monroe,Crime,93051,I Spit on Your Grave,R,3/4/2011,108,Sarah Butler,Adam Rockoff,2010,-95.34745,2011-03-04
5312,52581231,165000000,DreamWorks Animation,USA,Dean DeBlois,Animation,217581231,How to Train Your Dragon,PG,3/26/2010,98,Jay Baruchel,William Davies,2010,31.867412727272725,2010-03-26
5313,3068240,16000000,Summit Entertainment,USA,Allen Coulter,Drama,19068240,Remember Me,PG-13,3/12/2010,113,Robert Pattinson,Will Fetters,2010,19.1765,2010-03-12
5314,-109240324,200000000,Walt Disney Pictures,USA,Mike Newell,Action,90759676,Prince of Persia: The Sands of Time,PG-13,5/28/2010,116,Jake Gyllenhaal,Boaz Yakin,2010,-54.62016200000001,2010-05-28
5316,68617009,25000000,Closest to the Hole Productions,USA,David O. Russell,Biography,93617009,The Fighter,R,12/17/2010,116,Mark Wahlberg,Scott Silver,2010,274.468036,2010-12-17
5317,-12565348,15000000,DNA Films,UK,Mark Romanek,Drama,2434652,Never Let Me Go,R,10/15/2010,103,Keira Knightley,Kazuo Ishiguro,2010,-83.76898666666666,2010-10-15
5318,82001186,80000000,Columbia Pictures,USA,Dennis Dugan,Comedy,162001186,Grown Ups,PG-13,6/25/2010,102,Adam Sandler,Adam Sandler,2010,102.5014825,2010-06-25
5319,-5802358,35000000,Universal Pictures,UK,Susanna White,Comedy,29197642,Nanny McPhee Returns,PG,8/20/2010,109,Emma Thompson,Emma Thompson,2010,-16.578165714285714,2010-08-20
5320,25710178,20000000,Twisted Pictures,Canada,Kevin Greutert,Horror,45710178,Saw 3D: The Final Chapter,R,10/29/2010,90,Tobin Bell,Patrick Melton,2010,128.55088999999998,2010-10-29
5322,-94730270,200000000,Universal Pictures,USA,Ridley Scott,Action,105269730,Robin Hood,PG-13,5/14/2010,140,Russell Crowe,Brian Helgeland,2010,-47.365135,2010-05-14
5323,8311368,110000000,Columbia Pictures,USA,Phillip Noyce,Action,118311368,Salt,PG-13,7/23/2010,100,Angelina Jolie,Kurt Wimmer,2010,7.55578909090909,2010-07-23
5324,23068524,80000000,Millennium Films,USA,Sylvester Stallone,Action,103068524,The Expendables,R,8/13/2010,103,Sylvester Stallone,Dave Callaham,2010,28.835655,2010-08-13
5325,-18435269,150000000,Paramount Pictures,USA,M. Night Shyamalan,Action,131564731,The Last Airbender,PG,7/1/2010,103,Noah Ringer,M. Night Shyamalan,2010,-12.290179333333333,2010-07-01
5326,15374681,38000000,Josephson Entertainment,USA,Greg Berlanti,Comedy,53374681,Life as We Know It,PG-13,10/8/2010,100,Katherine Heigl,Ian Deitchman,2010,40.45968684210526,2010-10-08
5327,43711404,55000000,Twentieth Century Fox Film Corporation,USA,Shawn Levy,Comedy,98711404,Date Night,PG-13,4/9/2010,88,Steve Carell,Josh Klausner,2010,79.47528,2010-04-09
5328,-15559345,55000000,Screen Gems,USA,Steve Antin,Drama,39440655,Burlesque,PG-13,11/24/2010,119,Cher,Steve Antin,2010,-28.28971818181818,2010-11-24
5329,335230,18000000,Path�,USA,Danny Boyle,Adventure,18335230,127 Hours,R,1/28/2011,94,James Franco,Danny Boyle,2010,1.8623888888888889,2011-01-28
5330,12000688,40000000,Twentieth Century Fox Film Corporation,USA,Nimr�d Antal,Action,52000688,Predators,R,7/9/2010,107,Adrien Brody,Alex Litvak,2010,30.00172,2010-07-09
5331,-13851349,35000000,Lionsgate,USA,Paul Haggis,Crime,21148651,The Next Three Days,PG-13,11/19/2010,133,Russell Crowe,Paul Haggis,2010,-39.57528285714286,2010-11-19
5332,19219978,100000000,Columbia Pictures,USA,Adam McKay,Action,119219978,The Other Guys,PG-13,8/6/2010,107,Will Ferrell,Adam McKay,2010,19.219977999999998,2010-08-06
5333,6918920,19000000,Universal Pictures,USA,Anand Tucker,Comedy,25918920,Leap Year,PG,1/8/2010,100,Amy Adams,Deborah Kaplan,2010,36.41536842105263,2010-01-08
5334,136591618,40000000,Columbia Pictures,USA,Harald Zwart,Action,176591618,The Karate Kid,PG,6/11/2010,140,Jackie Chan,Christopher Murphey,2010,341.479045,2010-06-11
5335,232531751,68000000,Summit Entertainment,USA,David Slade,Adventure,300531751,The Twilight Saga: Eclipse,PG-13,6/30/2010,124,Kristen Stewart,Melissa Rosenberg,2010,341.9584573529412,2010-06-30
5338,-22330445,55000000,Touchstone Pictures,USA,Mark Steven Johnson,Comedy,32669555,When in Rome,PG-13,1/29/2010,91,Kristen Bell,David Diamond,2010,-40.60080909090909,2010-01-29
5339,4531503,2000000,Anonymous Content,USA,Debra Granik,Drama,6531503,Winter's Bone,R,7/16/2010,100,Jennifer Lawrence,Debra Granik,2010,226.57514999999998,2010-07-16
